Method,050,100,200,400
R1,0.24,0.53,0.65,0.27
R2,0.33,0.53,0.79,0.45
R3,0.24,0.42,0.81,0.64
R4,0.15,0.37,0.85,0.69
RSU,0.05,0.45,0.63,0.35
RL,0.31,0.54,0.59,0.26
RW,0.23,0.53,0.64,0.28
RS,0.18,0.46,0.64,0.35
