comparison,050,100,200,400,final

to050,0.0,0.0675,-0.115,-0.6375,-0.17125
to100,-0.0225,0.0,-0.08,-0.565,-0.166875
to200,0.025,-0.0025,0.0,-0.36,-0.084375
to400,-0.005,-0.0575,-0.055,0.0,-0.029375
toOneShorter,0.0,0.0675,-0.08,-0.36,-0.093125
toOneLonger,-0.0225,-0.0025,-0.055,0.0,-0.02
diffLens3,-0.01,-0.0075,-0.1,-0.3175,-0.10875
diffLensAll,-0.005,-0.04,-0.1125,-0.3325,-0.1225
