comparison,010,050,100,200,final

to010,0.0,-0.3425,-0.5025,-0.655,-0.375
to050,0.065,0.0,-0.1825,-0.3225,-0.11
to100,0.0325,1.38777878078e-17,0.0,-0.1875,-0.03875
to200,0.065,-0.0675,-0.055,0.0,-0.014375
toOneShorter,0.0,-0.3425,-0.1825,-0.1875,-0.178125
toOneLonger,0.065,1.38777878078e-17,-0.055,0.0,0.0025
diffLens2,0.0325,-0.0875,-0.1025,-0.1575,-0.07875
diffLensAll,0.0675,-0.01,-0.055,-0.1575,-0.03875
