comparison,010,050,100,200,final

to010,0.0,-0.205,-0.3125,-0.4125,-0.2325
to050,-0.1275,0.0,-0.075,-0.1675,-0.0925
to100,-0.1975,0.09,0.0,-0.0625,-0.0425
to200,-0.1725,-0.0575,-0.03,0.0,-0.065
toOneShorter,0.0,-0.205,-0.075,-0.0625,-0.085625
toOneLonger,-0.1275,0.09,-0.03,0.0,-0.016875
diffLens2,-0.0975,0.0375,-0.0625,-0.055,-0.044375
diffLensAll,-0.14,-0.005,-0.035,-0.065,-0.06125
