comparison,010,050,100,200,final

to010,0.0,-0.11,-0.3025,-0.4025,-0.20375
to050,-0.1125,0.0,-0.0575,-0.1425,-0.078125
to100,-0.1125,0.1325,0.0,-0.055,-0.00875
to200,-0.155,0.015,-0.0475,0.0,-0.046875
toOneShorter,0.0,-0.11,-0.0575,-0.055,-0.055625
toOneLonger,-0.1125,0.1325,-0.0475,0.0,-0.006875
diffLens2,0.03,0.045,-0.06,-0.06,-0.01125
diffLensAll,-0.1125,0.0775,-0.05,-0.0825,-0.041875
