comparison,010,050,100,200,final

to010,0.0,-0.0225,-0.34,-0.4,-0.190625
to050,-0.1,0.0,-0.0875,-0.125,-0.078125
to100,-0.1,0.1425,0.0,-0.0675,-0.00625
to200,-0.135,-0.0025,-0.0775,0.0,-0.05375
toOneShorter,0.0,-0.0225,-0.0875,-0.0675,-0.044375
toOneLonger,-0.1,0.1425,-0.0775,0.0,-0.00875
diffLens2,-0.0025,0.0325,-0.0475,-0.055,-0.018125
diffLensAll,-0.1,0.065,-0.0525,-0.0775,-0.04125
