comparison,010,050,100,200,avgPerRouge

to010_R1,0.0,-0.04,0.06,-0.02,5.55111512313e-17
to010_R2,0.0,-0.17,-0.06,-0.17,-0.1
to010_RL,0.0,-0.08,0.08,-0.01,-0.0025
to010_RSU,0.0,-0.08,0.06,-0.08,-0.025
avgPerLen,0.000,-0.092,0.035,-0.070,-0.031875

to050_R1,0.11,0.0,0.03,0.0,0.035
to050_R2,-0.15,0.0,-0.01,-0.04,-0.05
to050_RL,0.03,0.0,0.05,0.0,0.02
to050_RSU,0.07,0.0,0.04,0.0,0.0275
avgPerLen,0.015,0.000,0.028,-0.010,0.008125

to100_R1,0.13,-0.04,0.0,0.0,0.0225
to100_R2,-0.12,-0.01,0.0,-0.01,-0.035
to100_RL,0.03,-0.06,0.0,0.0,-0.0075
to100_RSU,0.07,-0.04,0.0,0.0,0.0075
avgPerLen,0.028,-0.037,0.000,-0.003,-0.003125

to200_R1,0.1,-0.06,0.01,0.0,0.0125
to200_R2,-0.22,-0.07,0.02,0.0,-0.0675
to200_RL,-0.03,-0.08,0.0,0.0,-0.0275
to200_RSU,0.02,-0.07,0.0,0.0,-0.0125
avgPerLen,-0.033,-0.070,0.007,0.000,-0.02375

toOneShorter_R1,-999,-0.04,0.03,0.0,-0.0025
toOneShorter_R2,-999,-0.17,-0.01,-0.01,-0.0475
toOneShorter_RL,-999,-0.08,0.05,0.0,-0.0075
toOneShorter_RSU,-999,-0.08,0.04,0.0,-0.01
avgPerLen,0.000,-0.092,0.028,-0.003,-0.016875

toOneLonger_R1,0.11,-0.04,0.01,-999,0.02
toOneLonger_R2,-0.15,-0.01,0.02,-999,-0.035
toOneLonger_RL,0.03,-0.06,0.0,-999,-0.0075
toOneLonger_RSU,0.07,-0.04,0.0,-999,0.0075
avgPerLen,0.015,-0.037,0.007,0.000,-0.00375

diffLens2_R1,0.17,-0.04,-0.02,0.02,0.0325
diffLens2_R2,-0.08,-0.13,-0.04,-0.01,-0.065
diffLens2_RL,0.14,-0.08,-0.01,0.02,0.0175
diffLens2_RSU,0.15,-0.1,-0.04,0.01,0.005
avgPerLen,0.095,-0.087,-0.027,0.010,-0.0025

diffLensAll_R1,0.06,-0.01,0.01,0.0,0.015
diffLensAll_R2,-0.12,-0.01,-0.01,-0.01,-0.0375
diffLensAll_RL,-0.01,-0.03,0.01,0.01,-0.005
diffLensAll_RSU,0.02,0.0,-0.01,-0.01,0.0
avgPerLen,-0.012,-0.013,0.000,-0.003,-0.006875

