comparison,010,050,100,200,final

to010,0.0,0.2225,0.0325,-0.0675,0.046875
to050,-0.0325,0.0,0.0225,0.1125,0.025625
to100,-0.065,0.0225,0.0,0.11,0.016875
to200,-0.1975,0.02,-0.02,0.0,-0.049375
toOneShorter,0.0,0.2225,0.0225,0.11,0.08875
toOneLonger,-0.0325,0.0225,-0.02,0.0,-0.0075
diffLens2,0.1025,0.045,0.0025,0.1025,0.063125
diffLensAll,0.0025,0.065,0.0125,0.0525,0.033125
