comparison,010,050,100,200,final

to010,0.0,-0.0075,-0.11,-0.16,-0.069375
to050,-0.1975,0.0,-0.0775,-0.1225,-0.099375
to100,-0.1975,0.0675,0.0,-0.0875,-0.054375
to200,-0.1975,-0.0125,-0.0575,0.0,-0.066875
toOneShorter,0.0,-0.0075,-0.0775,-0.0875,-0.043125
toOneLonger,-0.1975,0.0675,-0.0575,0.0,-0.046875
diffLens2,-0.165,0.035,-0.0325,-0.0575,-0.055
diffLensAll,-0.1975,0.02,-0.0225,-0.0575,-0.064375
