comparison,010,050,100,200,final

to010,0.0,0.1525,0.0475,-0.0375,0.040625
to050,0.04,0.0,0.0325,0.03,0.025625
to100,0.035,0.03,0.0,0.025,0.0225
to200,-0.07,-0.11,-0.005,0.0,-0.04625
toOneShorter,0.0,0.1525,0.0325,0.025,0.0525
toOneLonger,0.04,0.03,-0.005,0.0,0.01625
diffLens2,0.075,-0.0225,-0.0475,0.025,0.0075
diffLensAll,0.0125,0.0225,0.015,0.015,0.01625
