comparison,010,050,100,200,avgPerRouge

to010_R1,0.0,-0.02,-0.05,-0.04,-0.0275
to010_R2,0.0,-0.04,-0.17,-0.26,-0.1175
to010_RL,0.0,0.05,0.0,-0.08,-0.0075
to010_RSU,0.0,0.04,0.06,-0.05,0.0125
avgPerLen,0.000,0.008,-0.040,-0.108,-0.035

to050_R1,-0.06,0.0,-0.12,-0.17,-0.0875
to050_R2,-0.18,0.0,-0.06,-0.04,-0.07
to050_RL,-0.06,0.0,-0.08,-0.16,-0.075
to050_RSU,-0.34,0.0,-0.08,-0.09,-0.1275
avgPerLen,-0.160,0.000,-0.085,-0.115,-0.09

to100_R1,-0.06,0.1,0.0,-0.07,-0.0075
to100_R2,-0.18,0.04,0.0,-0.1,-0.06
to100_RL,-0.06,0.11,0.0,-0.09,-0.01
to100_RSU,-0.34,0.15,0.0,-0.06,-0.0625
avgPerLen,-0.160,0.100,0.000,-0.080,-0.035

to200_R1,-0.06,0.08,-0.01,0.0,0.0025
to200_R2,-0.18,-0.06,-0.04,0.0,-0.07
to200_RL,-0.06,0.08,-0.07,0.0,-0.0125
to200_RSU,-0.34,0.13,0.02,0.0,-0.0475
avgPerLen,-0.160,0.057,-0.025,0.000,-0.031875

toOneShorter_R1,-999,-0.02,-0.12,-0.07,-0.0525
toOneShorter_R2,-999,-0.04,-0.06,-0.1,-0.05
toOneShorter_RL,-999,0.05,-0.08,-0.09,-0.03
toOneShorter_RSU,-999,0.04,-0.08,-0.06,-0.025
avgPerLen,0.000,0.008,-0.085,-0.080,-0.039375

toOneLonger_R1,-0.06,0.1,-0.01,-999,0.0075
toOneLonger_R2,-0.18,0.04,-0.04,-999,-0.045
toOneLonger_RL,-0.06,0.11,-0.07,-999,-0.005
toOneLonger_RSU,-0.34,0.15,0.02,-999,-0.0425
avgPerLen,-0.160,0.100,-0.025,0.000,-0.02125

diffLens2_R1,-0.06,0.08,-0.03,-0.1,-0.0275
diffLens2_R2,0.0,0.04,-0.03,0.0,0.0025
diffLens2_RL,-0.06,0.08,-0.07,-0.09,-0.035
diffLens2_RSU,-0.34,0.17,0.03,0.0,-0.035
avgPerLen,-0.115,0.092,-0.025,-0.048,-0.02375

diffLensAll_R1,-0.06,0.1,0.05,-0.1,-0.0025
diffLensAll_R2,-0.18,-0.01,-0.04,0.0,-0.0575
diffLensAll_RL,-0.06,0.1,-0.01,-0.09,-0.015
diffLensAll_RSU,-0.34,0.09,0.0,0.0,-0.0625
avgPerLen,-0.160,0.070,0.000,-0.048,-0.034375

