Method,050,100,200,400
R1,0.71,0.68,0.78,0.89
R2,0.57,0.53,0.78,0.78
R3,0.26,0.45,0.77,0.79
R4,0.19,0.44,0.80,0.73
RSU,0.46,0.60,0.68,0.84
RL,0.69,0.69,0.77,0.85
RW,0.71,0.74,0.79,0.89
RS,0.46,0.68,0.68,0.84
