Method,010,050,100,200
R1,0.20,0.20,0.73,0.47
R2,0.31,0.41,0.98,0.82
R3,0.49,0.50,0.99,0.90
R4,0.52,0.50,0.89,0.84
RSU,0.20,0.16,0.70,0.47
RL,0.20,0.21,0.78,0.55
RW,0.20,0.15,0.78,0.55
RS,0.43,0.20,0.73,0.47
