Method,050,100,200,400
R1,0.59,0.81,0.84,0.33
R2,0.49,0.73,0.84,0.58
R3,0.28,0.61,0.85,0.66
R4,0.19,0.56,0.81,0.60
RSU,0.50,0.78,0.76,0.05
RL,0.61,0.82,0.81,0.32
RW,0.62,0.82,0.83,0.43
RS,0.52,0.79,0.77,0.09
