Method,050,100,200,400
R1,0.71,0.88,0.91,0.97
R2,0.59,0.78,0.88,0.89
R3,0.35,0.65,0.87,0.83
R4,0.27,0.59,0.82,0.76
RSU,0.69,0.88,0.91,0.94
RL,0.73,0.88,0.91,0.97
RW,0.72,0.87,0.90,0.97
RS,0.69,0.88,0.91,0.94
