Method,010,050,100,200
R1,0.49,0.33,0.87,0.66
R2,0.49,0.47,0.98,0.92
R3,0.77,0.44,0.95,0.89
R4,0.46,0.50,0.86,0.89
RSU,0.54,0.37,0.88,0.72
RL,0.54,0.33,0.84,0.73
RW,0.49,0.37,0.84,0.77
RS,0.77,0.41,0.88,0.72
