comparison,050,100,200,400,final

to050,0.0,0.045,0.0525,-0.0125,0.02125
to100,-0.005,0.0,0.08,0.0175,0.023125
to200,-0.045,-0.0625,0.0,-0.01,-0.029375
to400,-0.035,-0.0825,0.035,0.0,-0.020625
toOneShorter,0.0,0.045,0.08,-0.01,0.02875
toOneLonger,-0.005,-0.0625,0.035,0.0,-0.008125
diffLens3,-0.0175,-0.025,0.0025,-0.0225,-0.015625
diffLensAll,-0.03,-0.0525,2.77555756156e-17,-0.015,-0.024375
