comparison,050,100,200,400,final

to050,0.0,0.0175,0.0025,-0.01,0.0025
to100,-0.0275,0.0,0.0175,0.005,-0.00125
to200,-0.1125,-0.06,0.0,0.005,-0.041875
to400,-0.1025,-0.105,-0.0025,0.0,-0.0525
toOneShorter,0.0,0.0175,0.0175,0.005,0.01
toOneLonger,-0.0275,-0.06,-0.0025,0.0,-0.0225
diffLens3,-0.0475,-0.045,0.0075,-0.005,-0.0225
diffLensAll,-0.0725,-0.0525,0.0,-0.0025,-0.031875
