comparison,050,100,200,400,final

to050,0.0,-0.005,-0.0675,-0.5925,-0.16625
to100,-0.0225,0.0,-0.0075,-0.5175,-0.136875
to200,-0.065,-0.0425,0.0,-0.285,-0.098125
to400,-0.045,-0.095,0.0025,0.0,-0.034375
toOneShorter,0.0,-0.005,-0.0075,-0.285,-0.074375
toOneLonger,-0.0225,-0.0425,0.0025,0.0,-0.015625
diffLens3,-0.045,-0.0425,-0.005,-0.335,-0.106875
diffLensAll,-0.08,-0.0775,-0.025,-0.245,-0.106875
