Method,050,100,200,400
R1,0.30,0.38,0.63,0.74
R2,0.41,0.49,0.67,0.82
R3,0.27,0.41,0.58,0.74
R4,0.25,0.34,0.63,0.65
RSU,0.36,0.41,0.56,0.74
RL,0.41,0.38,0.63,0.69
RW,0.41,0.41,0.65,0.74
RS,0.36,0.41,0.56,0.74
