Method,050,100,200,400
R1,0.09,0.37,0.73,0.18
R2,0.22,0.51,0.85,0.60
R3,0.16,0.45,0.85,0.69
R4,0.10,0.40,0.85,0.69
RSU,0.05,0.42,0.70,0.11
RL,0.18,0.42,0.70,0.18
RW,0.14,0.44,0.74,0.23
RS,0.08,0.43,0.71,0.11
