Method,050,100,200,400
R1,0.23,0.25,0.66,0.30
R2,0.29,0.46,0.79,0.52
R3,0.26,0.39,0.79,0.66
R4,0.14,0.36,0.78,0.63
RSU,0.09,0.32,0.67,0.25
RL,0.13,0.35,0.60,0.30
RW,0.15,0.35,0.64,0.33
RS,0.16,0.33,0.67,0.27
