Method,010,050,100,200
R1,0.49,0.37,0.89,0.85
R2,0.49,0.48,0.98,0.92
R3,0.43,0.50,0.96,0.94
R4,0.39,0.44,0.93,0.94
RSU,0.49,0.41,0.89,0.85
RL,0.49,0.41,0.89,0.87
RW,0.49,0.41,0.93,0.96
RS,0.31,0.41,0.89,0.85
